RegDate,Interested Course Code,Interested Course Name,Course Category,Course Type,Area of Interest,Sub-interest
2024-11-20,NYP-WSCP32_009,Food Safety Course Level 1,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Food & Beverage Management;Food Technology & Safety;Others
2024-11-20,NYP-WSCY04_801,(SCTP) Higher Certificate in Food Services (Pastry & Baking) Part-time,(CC) Certifiable Courses,(SCTP) SkillsFuture Career Transition Programme,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-11-20,NYP-WSCY04_801,(SCTP) Higher Certificate in Food Services (Pastry & Baking) Part-time,(CC) Certifiable Courses,(SCTP) SkillsFuture Career Transition Programme,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-11-20,NYP-WSQD02_039,Retailing and the Economy (SF - Manager) [Synchronous E-Learning],(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Business,Retail
2024-11-20,NYP-WSQD02_047,Retailing and the Economy (SF - Manager),(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Business,Retail
2024-11-19,NYP-BMDP07,Diploma in Business Practice (Hospitality & Tourism Management),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Hospitality & Tourism;Others
2024-11-19,NYP-BMLP01,Work-Study Certificate (Leading to Diploma in Business Practice (Hospitality & Tourism Management)),(WSP) Work-Study Programmes,(WSC2PTD) Work-Study Certificates Leading To Part-Time Diploma,Others,Others
2024-11-19,NYP-BMLP02,Work-Study Certificate (leading to Diploma in Business Practice (Accounting)),(WSP) Work-Study Programmes,(WSC2PTD) Work-Study Certificates Leading To Part-Time Diploma,Others,Others
2024-11-19,NYP-BMSP13,Specialist Diploma in Human Resource Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Human Resource
2024-11-19,NYP-BMSP15,Specialist Diploma in Supply Chain Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Business;Others,Supply Chain Management;Others
2024-11-19,NYP-BMSP16,Specialist Diploma in Fund Management & Administration,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Banking & Finance
2024-11-19,NYP-BMSP16,Specialist Diploma in Fund Management & Administration,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Banking & Finance
2024-11-19,NYP-BMSP18,Specialist Diploma in Sport Management & Marketing,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Business;Others;Business,Sports & Wellness;Others;Marketing
2024-11-19,NYP-CB0553,SC101 CUSTOMS PROCEDURES,(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Business,Logistics
2024-11-19,NYP-CB1003,Engaging F&B Customers on Social Media,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Entrepreneurship
2024-11-19,NYP-CB1252,IOT APPLICATIONS IN SUPPLY CHAIN MANAGEMENT,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering,Infocomm Technology
2024-11-19,NYP-CB1253,The Augmented Reality (AR ) Advantage for Engaging Customers and Learners - Synchronous elearning,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Interactive & Digital Media,Digital Media
2024-11-19,NYP-CB1271,Stand out in the Experience Economy! Creating special moments for customers,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Others,Others
2024-11-19,NYP-CB1310,Digital Video Production,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Interactive & Digital Media,Digital Media
2024-11-19,NYP-CB1579,AI for Business Communication,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business;Technology,Sales & Marketing;Artificial Intelligence
2024-11-19,NYP-CB1579,AI for Business Communication,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business;Technology,Sales & Marketing;Artificial Intelligence
2024-11-19,NYP-CB2003,Build Creative Winning Business Strategies,(CC) Certifiable Courses,(CCS) Critical Core Skills,Business;Business,Business Management;Entrepreneurship
2024-11-19,NYP-CB231003,Introduction to Business Analytics: Making Data-driven Decisions for Business Executives,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Business Management
2024-11-19,NYP-CB231017,The Augmented Reality (AR) Advantage For Engaging Customers And Learners,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Others
2024-11-19,NYP-CB231024,Warehouse and Inventory Management,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Logistics
2024-11-19,NYP-CB231024,Warehouse and Inventory Management,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Logistics
2024-11-19,NYP-CB234002,Digitalisation for Tourism:  Skillsfuture for Digital Workplace 2.0,(CC) Certifiable Courses,(SFDW) SkillsFuture Digital Workplace,Business,Hospitality & Tourism
2024-11-19,NYP-CB241004,Risk Management in Sport (bizSAFE Level 2),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Sports & Wellness
2024-11-19,NYP-CE1510,Demystify Generative Artificial Intelligence,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology;Engineering;Technology,Data Analytics;Infocomm Technology;Artificial Intelligence
2024-11-19,NYP-CE1510,Demystify Generative Artificial Intelligence,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology;Engineering;Technology,Data Analytics;Infocomm Technology;Artificial Intelligence
2024-11-19,NYP-CE1510,Demystify Generative Artificial Intelligence,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology;Engineering;Technology,Data Analytics;Infocomm Technology;Artificial Intelligence
2024-11-19,NYP-CE246001,AI Roadmapping for Companies and Enterprises,(NCC) Non-Certifiable Courses,(SMN) Seminars and Webinars,Technology,Artificial Intelligence
2024-11-19,NYP-CH1348,Phlebotomy Short Course,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Public Health & Social Services;Public Health & Social Services,Healthcare;Others
2024-11-19,NYP-CI1081,Data Analytics for Workplace,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology;Technology,Data Analytics;Digital Literacy
2024-11-19,NYP-CI241004,Project Management Professional (Synchronous e-learning),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Software Development & Quality
2024-11-19,NYP-CI241006,Operational Technology Security Fundamentals,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Cyber Security
2024-11-19,NYP-CI246001,Generative AI @Work,(NCC) Non-Certifiable Courses,(SMN) Seminars and Webinars,Technology,Artificial Intelligence
2024-11-19,NYP-CI5834,Data Analytics Workshop,(CP) Customised Programme,(NCCC) Non-Certifiable customised Courses,Technology,Data Analytics
2024-11-19,NYP-CL0524,"The Science of Aging Gracefully: Diet, Exercise & Skin Care",(NCC) Non-Certifiable Courses,(NCSC) Non-Certifiable Short Courses,Food,Food Nutrition & Sciences
2024-11-19,NYP-CL1300,Understanding the immune system and how medication interacts with it,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Others,Others
2024-11-19,NYP-CLDP01,Diploma in Applied Science (Food Technology),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others,Others
2024-11-19,NYP-DXSP04,Specialist Diploma in Augmented Reality & Virtual Reality,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Interactive & Digital Media,Augmented / Virtual Reality
2024-11-19,NYP-DXSP07,SPECIALIST DIPLOMA IN USER EXPERIENCE DESIGN & MANAGEMENT,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others,Others
2024-11-19,NYP-EGDP06,Diploma in Engineering (Electronic & Digital Engineering),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering,Electrical & Electronic Engineering
2024-11-19,NYP-EGSP19,Specialist Diploma in Robotics and Automation Systems Design,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Engineering,Robotics And Automation
2024-11-19,NYP-EGSP21,Specialist Diploma in Carbon Management for Sustainability Reporting,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Engineering;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Business,Aeronautical & Aerospace;Automotive Technology;Biomedical Manufacturing;Built Environment;Chemical Engineering;Clean Energy;Converged Infocomm Infrastructure;Electrical & Electronic Engineering;Embedded Systems;Engineering Design;Human Factor Engineering;Industry 4.0;Infocomm Technology;Marine Engineering;Mechanical Engineering;Mechatronics;Mobile Communications;Others;Precision Engineering;Process Engineering;Regulatory Compliance;Robotics And Automation;Telematics;Wireless Technology;Artificial Intelligence;Blockchain;Cloud Computing;Cyber Security;Data Analytics;Digital Literacy;Geospatial;IT Automation;IT Network & Infrastructure;Mobile Computing;Network Technology & Systems;Others;Programming & Coding;Software Development & Quality;Virtualisation Technology;Supply Chain Management
2024-11-19,NYP-EGSP23,Specialist Diploma in IoT for Sustainable Solutioning,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Business;Engineering;Engineering;Engineering;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology,Supply Chain Management;Automotive Technology;Infocomm Technology;Wireless Technology;Artificial Intelligence;Blockchain;Cloud Computing;Cyber Security;Data Analytics;Digital Literacy;Geospatial;IT Automation;IT Network & Infrastructure;Mobile Computing;Network Technology & Systems;Others;Programming & Coding;Software Development & Quality;Virtualisation Technology
2024-11-19,NYP-EGSPA5,Post-Diploma Certificate in Materials Sustainability and Governance (part of Specialist Diploma in Sustainable Materials Management),(SD) Specialist Diploma,(PDC) Academic Certificate (PDC),Engineering;Engineering;Engineering;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Technology;Business,Automotive Technology;Infocomm Technology;Wireless Technology;Artificial Intelligence;Blockchain;Cloud Computing;Cyber Security;Data Analytics;Digital Literacy;Geospatial;IT Automation;IT Network & Infrastructure;Mobile Computing;Network Technology & Systems;Others;Programming & Coding;Software Development & Quality;Virtualisation Technology;Supply Chain Management
2024-11-19,NYP-HSAP11,Advanced Diploma in Nursing (Management),(AD) Advanced Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Nursing
2024-11-19,NYP-HSCP07,CERTIFICATE IN BRIDGING STUDIES FOR ENROLLED NURSE,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Others;Public Health & Social Services,Others;Nursing
2024-11-19,NYP-HSCP07,CERTIFICATE IN BRIDGING STUDIES FOR ENROLLED NURSE,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Others;Public Health & Social Services,Others;Nursing
2024-11-19,NYP-HSDP01,Diploma in Health Sciences (Paramedicine),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Paramedicine
2024-11-19,NYP-HSDP01,Diploma in Health Sciences (Paramedicine),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Paramedicine
2024-11-19,NYP-HSSP16,Specialist Diploma in Nursing (Endoscopy),(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Public Health & Social Services,Others;Nursing
2024-11-19,NYP-HSSP18,Specialist Diploma in Nursing (Gerontology),(SD) Specialist Diploma,(FQ) Academic Full Qualification,Public Health & Social Services,Nursing
2024-11-19,NYP-ITSP07,Specialist Diploma in Applied Artificial Intelligence,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology,Artificial Intelligence
2024-11-19,NYP-ITSP08,Specialist Diploma in Cybersecurity,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology,Cyber Security
2024-11-19,NYP-ITSP11,Specialist Diploma in Agile Solutioning & DevSecOps,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Technology;Technology;Technology;Technology,Software Development & Quality;Network Technology & Systems;Others;Programming & Coding
2024-11-19,NYP-SI2001_02,"Cultivate the Art of Collaborative Influence for Business Success [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CCS) Critical Core Skills,Business,Retail
2024-11-19,NYP-SI2002_002,"Creative Problem Solving and Smart Decision Making for Business Success [Classroom Facilitated, Asynchronous E-Learning, Practical Training]",(CC) Certifiable Courses,(CCS) Critical Core Skills,Business;Professional Development,Retail;Critical Thinking / Problem Solving
2024-11-19,NYP-SI4024-034,"Set Up Your Sustainability E-Commerce Business [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business;Business;Business,Business Management;Others;Retail
2024-11-19,NYP-SI4025_017,Digital Entrepreneurship in the Era of Cross-border e-Commerce: Mastering Selling Strategies on Amazon.com [Classroom Facilitated],(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business;Business,Retail;Ecommerce
2024-11-19,NYP-SI4025_017,Digital Entrepreneurship in the Era of Cross-border e-Commerce: Mastering Selling Strategies on Amazon.com [Classroom Facilitated],(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business;Business,Retail;Ecommerce
2024-11-19,NYP-SI4031_005,Getting Started on Shopee (Onboarding),(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-11-19,NYP-SI4041_002,Amazon Global Selling (Onboarding) [Synchronous E-Learning],(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-11-19,NYP-SI4041_002,Amazon Global Selling (Onboarding) [Synchronous E-Learning],(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-11-19,NYP-SI4059_001,Cybersecurity Workshop: Critical Protection for Your Business [Practical],(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Technology,Cyber Security
2024-11-19,NYP-SI4063_001,"Sell and Earn on TikTok [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-11-19,NYP-SI4064_002,"How to Become a Youtuber and Get Paid [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-11-19,NYP-SI4064_002,"How to Become a Youtuber and Get Paid [Classroom Facilitated, Asynchronous E-Learning]",(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Business,Retail
2024-11-19,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Retail
2024-11-19,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Retail
2024-11-19,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Retail
2024-11-19,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Retail
2024-11-19,NYP-SI7025_013,Introduction to Digital Marketing [Classroom Facilitated],(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Retail
2024-11-19,NYP-SI7071_001,Engage Customers Through Social Media [Classroom Facilitated],(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Retail
2024-11-19,NYP-SI8032_003,Critical Thinking and Problem Solving,(CC) Certifiable Courses,(CCS) Critical Core Skills,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-11-19,NYP-WSCA05_007,Manage Food and Beverage Operations,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-11-19,NYP-WSCC10_012,Fabrication of Meat and Poultry,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-11-19,NYP-WSCC10_012,Fabrication of Meat and Poultry,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Others
2024-11-19,NYP-WSCC10_018,"Make Stocks, Broths and Soups",(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-11-19,NYP-WSCC11_804,WSQ Certificate in Food Services (Pastry and Baking),(CC) Certifiable Courses,(WSQFQ) Workforce Skills Qualification (WSQ) Full Qualification,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-11-19,NYP-WSCD11_001,Apply Principles of Food and Beverages Concepts and Setup,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-11-19,NYP-WSCD11_003,Menu Engineering and Recipe Costing,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-11-19,NYP-WSCD11_006,Financial Planning and Analysis,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-11-19,NYP-WSCD11_006,Financial Planning and Analysis,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-11-19,NYP-WSCD11_007,Maintain Inventories,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-11-19,NYP-WSCD11_008,Develop marketing campaigns,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-11-19,NYP-WSCM16_001,Artisan Breads,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-11-19,NYP-WSCP29_039,Bagel and Brioche Delights,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Technology & Safety;Others
2024-11-19,NYP-WSCP31_001,Food Safety Course Level 4,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food,Career Development;Food Technology & Safety;Others
2024-11-19,NYP-WSCP32_008,Food Safety Course Level 1,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Food & Beverage Management;Food Technology & Safety;Others
2024-11-19,NYP-WSCP32_008,Food Safety Course Level 1,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Food & Beverage Management;Food Technology & Safety;Others
2024-11-19,NYP-WSCP32_009,Food Safety Course Level 1,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Food;Food;Food;Food,Career Development;Food & Beverage Management;Food Technology & Safety;Others
2024-11-19,NYP-WSCP40_010,Baking and Pastry 101,(CC) Certifiable Courses,(CSC) Certifiable Short Courses,Food;Food;Food;Food;Food;Food,Career Development;Culinary & Pastry;Food & Beverage Management;Food Nutrition & Sciences;Food Technology & Safety;Others
2024-11-18,NYP-BMDP04,Diploma in Business Practice (Customer Relationship & Service Management),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Customer Relationship;Others
2024-11-18,NYP-BMDP04,Diploma in Business Practice (Customer Relationship & Service Management),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Customer Relationship;Others
2024-11-18,NYP-BMDP05,Diploma in Business Practice (Accounting),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Accounting;Others
2024-11-18,NYP-BMDP06,Diploma in Business Practice (Supply Chain Management),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Supply Chain Management;Others
2024-11-18,NYP-BMDP07,Diploma in Business Practice (Hospitality & Tourism Management),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Business;Others,Hospitality & Tourism;Others
2024-11-18,NYP-BMLP01,Work-Study Certificate (Leading to Diploma in Business Practice (Hospitality & Tourism Management)),(WSP) Work-Study Programmes,(WSC2PTD) Work-Study Certificates Leading To Part-Time Diploma,Others,Others
2024-11-18,NYP-BMSP13,Specialist Diploma in Human Resource Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Human Resource
2024-11-18,NYP-BMSP13,Specialist Diploma in Human Resource Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Human Resource
2024-11-18,NYP-BMSP13,Specialist Diploma in Human Resource Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Human Resource
2024-11-18,NYP-BMSP13,Specialist Diploma in Human Resource Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others;Business,Others;Human Resource
2024-11-18,NYP-BMSP15,Specialist Diploma in Supply Chain Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Business;Others,Supply Chain Management;Others
2024-11-18,NYP-BMSP19,Specialist Diploma in Human Capital Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Business,Human Resource
2024-11-18,NYP-CB1310,Digital Video Production,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Interactive & Digital Media,Digital Media
2024-11-18,NYP-CB1310,Digital Video Production,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Interactive & Digital Media,Digital Media
2024-11-18,NYP-CB2003,Build Creative Winning Business Strategies,(CC) Certifiable Courses,(CCS) Critical Core Skills,Business;Business,Business Management;Entrepreneurship
2024-11-18,NYP-CB231010,1 Day Hands-On Pay Per Click Search Advertising,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Marketing
2024-11-18,NYP-CB231022,International Trade and Freight Management,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Logistics
2024-11-18,NYP-CB241004,Risk Management in Sport (bizSAFE Level 2),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Business,Sports & Wellness
2024-11-18,NYP-CE1146,Fundamentals of Data Analytics,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Data Analytics
2024-11-18,NYP-CE1150,Introduction to Data Analytics Using Excel,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Data Analytics
2024-11-18,NYP-CE1150,Introduction to Data Analytics Using Excel,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Data Analytics
2024-11-18,NYP-CE1283,Data Analysis with Python,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Technology,Infocomm Technology;Data Analytics
2024-11-18,NYP-CE1305,Hands-On 3D Printing & Modelling,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Others;Engineering,Precision Engineering;Others;Industry 4.0
2024-11-18,NYP-CE1380,Deep Dive into 3D Printing (Classroom and Synchronous),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering,Precision Engineering
2024-11-18,NYP-CE1510,Demystify Generative Artificial Intelligence,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology;Engineering;Technology,Data Analytics;Infocomm Technology;Artificial Intelligence
2024-11-18,NYP-CE1510,Demystify Generative Artificial Intelligence,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology;Engineering;Technology,Data Analytics;Infocomm Technology;Artificial Intelligence
2024-11-18,NYP-CE231006,Smart Sensing and IoT Applications - Making It Work,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering,Infocomm Technology
2024-11-18,NYP-CE231012,Data Analytics Tools,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Engineering,Industry 4.0;Infocomm Technology
2024-11-18,NYP-CE241003,Smart Connected System Design and Implementation,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering,Infocomm Technology
2024-11-18,NYP-CI1279,Data Visualisation Practicum,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology;Others;Technology,Data Analytics;Others;Virtualisation Technology
2024-11-18,NYP-CI231001,The International Council of E-Commerce Consultants (EC-Council) Certified Threat Intelligence Analyst (CTIA),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering,Infocomm Technology
2024-11-18,NYP-CI231002,Data Management & Analysis,(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Data Analytics
2024-11-18,NYP-CI231005,The International Council of E-Commerce Consultants Certified Cloud Security Engineer (EC-Council CCSE),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Engineering;Technology,Infocomm Technology;Cyber Security
2024-11-18,NYP-CI241004,Project Management Professional (Synchronous e-learning),(CC) Certifiable Courses,(SFS) SkillsFuture Series,Technology,Software Development & Quality
2024-11-18,NYP-CI246001,Generative AI @Work,(NCC) Non-Certifiable Courses,(SMN) Seminars and Webinars,Technology,Artificial Intelligence
2024-11-18,NYP-CI246001,Generative AI @Work,(NCC) Non-Certifiable Courses,(SMN) Seminars and Webinars,Technology,Artificial Intelligence
2024-11-18,NYP-CLSP05,Specialist Diploma in Energy and Environmental Management for Process Industry,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others,Others
2024-11-18,NYP-DXEP06,Work Study Post-Diploma (Specialist Dip in Digital Content Creation for E-Commerce),(WSP) Work-Study Programmes,(WSPSD) Work-Study Post-Diploma Specialist Diploma,Design & Architecture,Visual Communications
2024-11-18,NYP-DXSP01,Specialist Diploma in Smart Project and Facilities Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Design & Architecture,Architecture
2024-11-18,NYP-DXSP01,Specialist Diploma in Smart Project and Facilities Management,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Design & Architecture,Architecture
2024-11-18,NYP-DXSP07,SPECIALIST DIPLOMA IN USER EXPERIENCE DESIGN & MANAGEMENT,(SD) Specialist Diploma,(FQ) Academic Full Qualification,Others,Others
2024-11-18,NYP-EG122W,Apply Advanced CNC Machining,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Engineering,Precision Engineering
2024-11-18,NYP-EG202W,Apply Advanced Materials Technology,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Engineering,Precision Engineering
2024-11-18,NYP-EG901W,Apply Additive Manufacturing Technology (PE SF).,(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Engineering,Precision Engineering
2024-11-18,NYP-EG904W,Apply Advanced Design for Additive Manufacturing (PE SF),(CC) Certifiable Courses,(WSQMC) Workforce Skills Qualification (WSQ) Modular Course,Engineering,Precision Engineering
2024-11-18,NYP-EGDP04,Diploma In Engineering (Aerospace Manufacturing),(PTD) Part-time Diploma,(FQ) Academic Full Qualification,Engineering;Others,Aeronautical & Aerospace;Others
