Application ID,Course Category,Course Type,Course Code,Course Name,Course Intake No,Course Start Date,Course End Date,Course Intake Status,School,Branch,Application Status,RegDate
NYP-SI7025_002-240010-00012,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240010,2024-10-25,2024-10-25,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-10-14
NYP-SI7025_002-240010-00013,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240010,2024-10-25,2024-10-25,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-10-20
NYP-SI7025_002-240010-00014,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240010,2024-10-25,2024-10-25,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-10-17
NYP-SI7025_002-240010-00015,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240010,2024-10-25,2024-10-25,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-10-18
NYP-SI7025_002-240010-00016,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240010,2024-10-25,2024-10-25,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-10-22
NYP-SI7025_002-240010-00017,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240010,2024-10-25,2024-10-25,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-10-22
NYP-SI7025_002-240010-00018,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240010,2024-10-25,2024-10-25,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-10-22
NYP-SI7025_002-240011-00001,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240011,2024-12-19,2024-12-19,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-11-08
NYP-SI7025_002-240011-00005,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240011,2024-12-19,2024-12-19,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-11-22
NYP-SI7025_002-240011-00013,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240011,2024-12-19,2024-12-19,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-03
NYP-SI7025_002-240011-00015,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240011,2024-12-19,2024-12-19,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-06
NYP-SI7025_002-240011-00016,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240011,2024-12-19,2024-12-19,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-06
NYP-SI7025_002-240011-00017,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240011,2024-12-19,2024-12-19,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-06
NYP-SI7025_002-240011-00018,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240011,2024-12-19,2024-12-19,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-10
NYP-SI7025_002-240011-00019,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240011,2024-12-19,2024-12-19,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-10
NYP-SI7025_002-240011-00021,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240011,2024-12-19,2024-12-19,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-11
NYP-SI7025_002-240011-00025,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240011,2024-12-19,2024-12-19,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-11
NYP-SI7025_002-240011-00027,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240011,2024-12-19,2024-12-19,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-11
NYP-SI7025_002-240011-00028,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240011,2024-12-19,2024-12-19,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-11
NYP-SI7025_002-240011-00033,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240011,2024-12-19,2024-12-19,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-16
NYP-SI7025_002-240011-00034,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-240011,2024-12-19,2024-12-19,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-17
NYP-SI7025_002-250012-00003,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-250012,2025-01-06,2025-01-06,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2024-12-22
NYP-SI7025_002-250012-00004,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-250012,2025-01-06,2025-01-06,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2024-12-25
NYP-SI7025_002-250012-00005,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-250012,2025-01-06,2025-01-06,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2024-12-26
NYP-SI7025_002-250012-00006,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_002,Fundamentals to Starting an Online Business [Classroom Facilitated],NYP-SI7025_002-250012,2025-01-06,2025-01-06,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2024-12-30
NYP-SI7025_011-240005-00001,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-240005,2024-12-26,2024-12-26,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-11-30
NYP-SI7025_011-240005-00003,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-240005,2024-12-26,2024-12-26,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-08
NYP-SI7025_011-240005-00004,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-240005,2024-12-26,2024-12-26,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-09
NYP-SI7025_011-240005-00005,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-240005,2024-12-26,2024-12-26,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-12
NYP-SI7025_011-240005-00006,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-240005,2024-12-26,2024-12-26,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-20
NYP-SI7025_011-240005-00007,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-240005,2024-12-26,2024-12-26,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-13
NYP-SI7025_011-240005-00008,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-240005,2024-12-26,2024-12-26,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-16
NYP-SI7025_011-240005-00010,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-240005,2024-12-26,2024-12-26,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-17
NYP-SI7025_011-240005-00011,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-240005,2024-12-26,2024-12-26,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-17
NYP-SI7025_011-240005-00012,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-240005,2024-12-26,2024-12-26,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-17
NYP-SI7025_011-240005-00013,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-240005,2024-12-26,2024-12-26,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-18
NYP-SI7025_011-240005-00015,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-240005,2024-12-26,2024-12-26,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-18
NYP-SI7025_011-240005-00016,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-240005,2024-12-26,2024-12-26,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-18
NYP-SI7025_011-240005-00021,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-240005,2024-12-26,2024-12-26,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-19
NYP-SI7025_011-240005-00022,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-240005,2024-12-26,2024-12-26,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-20
NYP-SI7025_011-240005-00025,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-240005,2024-12-26,2024-12-26,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-26
NYP-SI7025_011-250006-00004,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-250006,2025-01-20,2025-01-20,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2024-12-23
NYP-SI7025_011-250006-00005,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-250006,2025-01-20,2025-01-20,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2024-12-23
NYP-SI7025_011-250006-00006,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-250006,2025-01-20,2025-01-20,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2024-12-26
NYP-SI7025_011-250006-00007,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-250006,2025-01-20,2025-01-20,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2024-12-27
NYP-SI7025_011-250006-00008,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-250006,2025-01-20,2025-01-20,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2024-12-28
NYP-SI7025_011-250006-00009,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-250006,2025-01-20,2025-01-20,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2025-01-04
NYP-SI7025_011-250006-00010,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_011,Engage Customers Through Social Media [Classroom Facilitated],NYP-SI7025_011-250006,2025-01-20,2025-01-20,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2025-01-10
NYP-SI7025_012-240025-00001,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_012,"(SF Series) Thrive in Digital Disruption -- Learn, Unlearn and Relearn [Classroom Facilitated]",NYP-SI7025_012-240025,2024-11-11,2024-11-11,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-11-05
NYP-SI7025_012-240025-00002,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_012,"(SF Series) Thrive in Digital Disruption -- Learn, Unlearn and Relearn [Classroom Facilitated]",NYP-SI7025_012-240025,2024-11-11,2024-11-11,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-11-05
NYP-SI7025_012-240025-00003,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_012,"(SF Series) Thrive in Digital Disruption -- Learn, Unlearn and Relearn [Classroom Facilitated]",NYP-SI7025_012-240025,2024-11-11,2024-11-11,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-11-05
NYP-SI7025_012-240025-00004,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_012,"(SF Series) Thrive in Digital Disruption -- Learn, Unlearn and Relearn [Classroom Facilitated]",NYP-SI7025_012-240025,2024-11-11,2024-11-11,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-11-05
NYP-SI7025_012-240025-00005,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_012,"(SF Series) Thrive in Digital Disruption -- Learn, Unlearn and Relearn [Classroom Facilitated]",NYP-SI7025_012-240025,2024-11-11,2024-11-11,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-11-05
NYP-SI7025_012-240025-00006,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_012,"(SF Series) Thrive in Digital Disruption -- Learn, Unlearn and Relearn [Classroom Facilitated]",NYP-SI7025_012-240025,2024-11-11,2024-11-11,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-11-05
NYP-SI7025_012-240025-00007,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_012,"(SF Series) Thrive in Digital Disruption -- Learn, Unlearn and Relearn [Classroom Facilitated]",NYP-SI7025_012-240025,2024-11-11,2024-11-11,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-11-05
NYP-SI7025_012-240025-00008,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_012,"(SF Series) Thrive in Digital Disruption -- Learn, Unlearn and Relearn [Classroom Facilitated]",NYP-SI7025_012-240025,2024-11-11,2024-11-11,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-11-05
NYP-SI7025_012-240025-00009,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_012,"(SF Series) Thrive in Digital Disruption -- Learn, Unlearn and Relearn [Classroom Facilitated]",NYP-SI7025_012-240025,2024-11-11,2024-11-11,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-11-05
NYP-SI7025_012-240025-00010,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_012,"(SF Series) Thrive in Digital Disruption -- Learn, Unlearn and Relearn [Classroom Facilitated]",NYP-SI7025_012-240025,2024-11-11,2024-11-11,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-11-05
NYP-SI7025_012-240025-00011,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_012,"(SF Series) Thrive in Digital Disruption -- Learn, Unlearn and Relearn [Classroom Facilitated]",NYP-SI7025_012-240025,2024-11-11,2024-11-11,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-11-05
NYP-SI7025_012-240025-00012,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_012,"(SF Series) Thrive in Digital Disruption -- Learn, Unlearn and Relearn [Classroom Facilitated]",NYP-SI7025_012-240025,2024-11-11,2024-11-11,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-11-06
NYP-SI7025_013-250006-00001,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_013,Introduction to Digital Marketing [Classroom Facilitated],NYP-SI7025_013-250006,2025-01-07,2025-01-07,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2024-12-19
NYP-SI7025_013-250006-00003,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_013,Introduction to Digital Marketing [Classroom Facilitated],NYP-SI7025_013-250006,2025-01-07,2025-01-07,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2024-12-26
NYP-SI7025_013-250006-00004,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_013,Introduction to Digital Marketing [Classroom Facilitated],NYP-SI7025_013-250006,2025-01-07,2025-01-07,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2024-12-30
NYP-SI7025_013-250006-00005,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7025_013,Introduction to Digital Marketing [Classroom Facilitated],NYP-SI7025_013-250006,2025-01-07,2025-01-07,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2024-12-31
NYP-SI7026_002-250007-00001,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7026_002,Basics in Content Generation [Classroom Facilitated],NYP-SI7026_002-250007,2025-01-13,2025-01-13,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2024-12-30
NYP-SI7026_002-250007-00002,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7026_002,Basics in Content Generation [Classroom Facilitated],NYP-SI7026_002-250007,2025-01-13,2025-01-13,Cancelled,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2025-01-04
NYP-SI7026_003-250007-00003,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7026_003,Tapping into the Power of Instagram for Selling [Classroom Facilitated],NYP-SI7026_003-250007,2025-01-21,2025-01-21,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-27
NYP-SI7026_003-250007-00007,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7026_003,Tapping into the Power of Instagram for Selling [Classroom Facilitated],NYP-SI7026_003-250007,2025-01-21,2025-01-21,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-27
NYP-SI7026_003-250007-00008,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7026_003,Tapping into the Power of Instagram for Selling [Classroom Facilitated],NYP-SI7026_003-250007,2025-01-21,2025-01-21,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Cancelled,2024-12-27
NYP-SI7026_003-250007-00009,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7026_003,Tapping into the Power of Instagram for Selling [Classroom Facilitated],NYP-SI7026_003-250007,2025-01-21,2025-01-21,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-27
NYP-SI7026_003-250007-00010,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7026_003,Tapping into the Power of Instagram for Selling [Classroom Facilitated],NYP-SI7026_003-250007,2025-01-21,2025-01-21,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-12-30
NYP-SI7026_003-250007-00011,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7026_003,Tapping into the Power of Instagram for Selling [Classroom Facilitated],NYP-SI7026_003-250007,2025-01-21,2025-01-21,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2025-01-04
NYP-SI7026_003-250007-00012,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7026_003,Tapping into the Power of Instagram for Selling [Classroom Facilitated],NYP-SI7026_003-250007,2025-01-21,2025-01-21,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2025-01-10
NYP-SI7026_003-250007-00013,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7026_003,Tapping into the Power of Instagram for Selling [Classroom Facilitated],NYP-SI7026_003-250007,2025-01-21,2025-01-21,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2025-01-13
NYP-SI7026_003-250007-00014,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7026_003,Tapping into the Power of Instagram for Selling [Classroom Facilitated],NYP-SI7026_003-250007,2025-01-21,2025-01-21,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2025-01-13
NYP-SI7026_003-250007-00016,(CC) Certifiable Courses,(SFS) SkillsFuture Series,NYP-SI7026_003,Tapping into the Power of Instagram for Selling [Classroom Facilitated],NYP-SI7026_003-250007,2025-01-21,2025-01-21,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2025-01-15
NYP-SI7062-240027-00004,(CC) Certifiable Courses,(SFDW) SkillsFuture Digital Workplace,NYP-SI7062,Digitalisation for Retail: Skillsfuture for Digital Workplace 2.0 [Classroom Facilitated],NYP-SI7062-240027,2024-10-15,2024-10-15,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-10-02
NYP-SI7062-240027-00005,(CC) Certifiable Courses,(SFDW) SkillsFuture Digital Workplace,NYP-SI7062,Digitalisation for Retail: Skillsfuture for Digital Workplace 2.0 [Classroom Facilitated],NYP-SI7062-240027,2024-10-15,2024-10-15,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-10-01
NYP-SI7062-240027-00006,(CC) Certifiable Courses,(SFDW) SkillsFuture Digital Workplace,NYP-SI7062,Digitalisation for Retail: Skillsfuture for Digital Workplace 2.0 [Classroom Facilitated],NYP-SI7062-240027,2024-10-15,2024-10-15,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-10-02
NYP-SI7062-240027-00007,(CC) Certifiable Courses,(SFDW) SkillsFuture Digital Workplace,NYP-SI7062,Digitalisation for Retail: Skillsfuture for Digital Workplace 2.0 [Classroom Facilitated],NYP-SI7062-240027,2024-10-15,2024-10-15,Commenced,SINGAPORE INSTITUTE OF RETAIL STUDIES,Singapore Institute of Retail Studies,Admitted,2024-10-03
