Date,Page path and screen class,Campaign Name for UTM,Views,Total users,Sessions,Average session duration
3/15/2025,/l_adult-learner/course-detail/NYP-SI4054_003/enhanced-hvmp-heartland-visual-merchandising-programme-practical-asynchronous-e-learning,(direct),2,2,2,0.750646
3/15/2025,/l_adult-learner/course-detail/NYP-SI4058_003/cybersecurity-critical-protection-for-your-business-classroom-facilitated-practical-training-asynchronous-e-learning,(direct),2,2,3,2.918844333
3/15/2025,/l_adult-learner/course-detail/NYP-SI4058_004/omnicommerce-strategic-integration-to-drive-business-roi-classroom-facilitated-practical-training-asynchronous-e-learning,(direct),2,2,2,4.6149455
3/15/2025,/l_adult-learner/course-detail/NYP-SI4058_005/generative-ai-content-creation-super-sprint-sales-and-marketing-performance-classroom-facilitated-practical-training-asynchronous-e-learning,(direct),2,2,2,0.169369
3/15/2025,/l_adult-learner/course-detail/NYP-SI4059_004/generative-ai-content-creation-workshop-super-sprint-sales-and-marketing-performance-practical-asynchronous-e-learning,(direct),2,2,2,0.275166
3/15/2025,/l_adult-learner/course-detail/NYP-SI4060_004/accelerate-sales-and-conversions-with-ai-powered-data-analytics-classroom-facilitated-practical-training-asynchronous-e-learning,cet-q1-2025,2,2,2,13.962085
3/15/2025,/l_adult-learner/course-detail/NYP-SI4065_001/social-commerce-xiao-hong-shu-xhs-classroom-facilitated-practical-training-asynchronous-e-learning,(direct),2,2,2,0.4455775
3/15/2025,/l_adult-learner/course-detail/NYP-SI7025_011/engage-customers-through-social-media-classroom-facilitated,(direct),2,2,2,0.27024
3/15/2025,/l_adult-learner/course-detail/NYP-SI7025_011/engage-customers-through-social-media-classroom-facilitated,cet-q1-2025#digital-marketing,2,2,2,15.670508
3/15/2025,/l_adult-learner/course-detail/NYP-SI7025_013/introduction-to-digital-marketing-classroom-facilitated,(direct),2,2,3,11.62058833
3/15/2025,/l_adult-learner/course-detail/NYP-SI7026_002/basics-in-content-generation-classroom-facilitated,cet-q1-2025,2,2,2,61.3511295
3/15/2025,/l_adult-learner/course-detail/NYP-SI7070_001/navigating-ai-and-sustainability-in-the-future-of-business,(direct),2,2,2,0.3331545
3/15/2025,/l_adult-learner/course-detail/NYP-SI7073_001/mobile-photography-inspiring-the-human-connection-classroom-facilitated,cet-q1-2025,2,2,2,8.6808575
3/15/2025,/l_adult-learner/course-detail/NYP-SI7073_004/generative-ai-get-informed-entertained-and-inspired-with-microsoft-copilot-classroom-facilitated,(direct),2,2,2,1.633395
3/15/2025,/l_adult-learner/course-detail/NYP-SI8032_003/critical-thinking-and-problem-solving,(direct),2,2,2,19.5782555
3/15/2025,/l_adult-learner/course-detail/NYP-SI8035_002/digitalisation-for-food-services-skillsfuture-for-digital-workplace-20,(direct),2,2,2,0.249241
3/15/2025,/l_adult-learner/course-detail/NYP-SI8041_001/whisky-ambassador,(direct),2,2,3,3.33573
3/15/2025,/l_adult-learner/course-detail/NYP-WSCC10_012/fabrication-of-meat-and-poultry,(direct),2,2,2,0.075491
3/15/2025,/l_adult-learner/course-detail/NYP-WSCP32_008/food-safety-course-level-1,(direct),2,2,2,0.346327
3/15/2025,/l_adult-learner/course-detail/NYP-WSCP32_009/food-safety-course-level-1,(direct),2,2,2,0.82794
3/15/2025,/l_adult-learner/course-detail/NYP-WSCP44_001/pwm-food-services-food-waste-disposal-and-reduction,(direct),2,2,2,4.1759215
3/15/2025,/l_adult-learner/course-detail/NYP-WSCV01_001/basic-dim-sum,(direct),2,2,2,1.2149765
3/15/2025,/l_adult-learner/course-detail/NYP-WSCV01_008/hawker-noodle-dishes,(direct),2,2,3,5.152000667
3/15/2025,/l_adult-learner/course-detail/NYP-WSCV01_010/prepare-basic-sushi,(direct),2,2,2,56.370064
3/15/2025,/l_adult-learner/course-detail/NYP-WSCV01_016/savoury-korean-delights,cet-q1-2025,3,2,2,17.5758355
3/15/2025,/l_adult-learner/course-detail/NYP-WSCV02_002/singapore-inspired-bakes,cet-q1-2025,2,2,2,49.100597
3/15/2025,/l_adult-learner/course-detail/NYP-WSCV02_006/decorative-cupcakes,cet-q1-2025,2,2,2,65.867294
3/15/2025,/l_adult-learner/course-detail/NYP-WSCV02_009/classic-french-cakes,(direct),3,2,2,55.413258
3/15/2025,/l_adult-learner/course-detail/NYP-WSCV02_009/classic-french-cakes,cet-q1-2025,2,2,2,35.745529
3/15/2025,/l_adult-learner/course-detail/NYP-WSCY02_801/sctp-certificate-in-food-services-pastry-and-baking-part-time,(direct),2,2,2,2.283891
3/15/2025,/l_adult-learner/course-detail/NYP-WSCY03_801/sctp-higher-certificate-in-food-services-culinary-arts-part-time,(direct),2,2,2,0.658042
3/15/2025,/l_adult-learner/course-detail/NYP-WSCY03_801/sctp-higher-certificate-in-food-services-culinary-arts-part-time,(organic),2,2,2,9.9279105
3/15/2025,/l_adult-learner/course-detail/NYP-WSCY04_801/sctp-higher-certificate-in-food-services-pastry-and-baking-part-time,(direct),2,2,2,3.2764325
3/15/2025,/l_adult-learner/course-detail/NYP-WSCY05_801/sctp-advanced-certificate-in-food-services-culinary-arts-part-time,(direct),2,2,2,0
3/15/2025,/l_adult-learner/course-detail/NYP-WSCY06_801/sctp-advanced-certificate-in-food-services-pastry-and-baking-part-time,(organic),2,2,2,39.108926
3/15/2025,/l_adult-learner/course-detail/NYP-WSQA04_007/service-coaching-sf-supervisor-classroom,(direct),2,2,2,2.328244
3/15/2025,/l_adult-learner/course-detail/NYP-WSQA04_010/pwm-retail-customer-experience-innovation-sf-supervisor,(direct),2,2,2,1.46526
3/15/2025,/l_adult-learner/course-detail/NYP-WSQBC1_001/be-a-collaborative-influencer-classroom-facilitated-asynchronous-e-learning,(direct),2,2,2,3.378098
3/15/2025,/l_adult-learner/course-detail/NYP-WSQC05_009/pwm-retail-service-leadership-sf-associate,(direct),2,2,2,0.171493
3/15/2025,/l_adult-learner/course-detail/NYP-WSQC05_015/pwm-retail-service-challenges-sf-associate,(direct),2,2,2,0.4196035
3/15/2025,/l_adult-learner/course-detail/NYP-WSQV01_005/productivity-improvement-sf-associate,(direct),2,2,2,0.207578
3/15/2025,/l_adult-learner/course-detail/NYP-WSQV03_003/workplace-communications-sf-manager,(organic),2,2,2,25.3330255
3/15/2025,/l_adult-learner/course-detail/NYP-WSQV03_008/service-leadership-sf-manager,(direct),2,2,2,0.0937645
3/15/2025,/l_adult-learner/course-detail/NYP-WSQV03_014/financial-analysis-sf-manager,(direct),2,2,2,0.345888
3/15/2025,/l_adult-learner/course-types/post-diploma-programmes/applied-science,(organic),2,2,2,101.03066
3/15/2025,/l_adult-learner/course-types/post-diploma-programmes/design-media,(direct),2,2,2,1.8330625
3/15/2025,/l_adult-learner/course-types/post-diploma-programmes/health-social-sciences,(direct),2,2,2,0.4808745
3/15/2025,/l_adult-learner/course-types/recommended/Marketing,(direct),2,2,2,0.4814285
3/15/2025,/l_adult-learner/course-types/recommended/artificial-intelligence,(direct),2,2,2,1.2323955
3/15/2025,/l_adult-learner/course-types/recommended/business,(direct),2,2,2,4.6797245
3/15/2025,/l_adult-learner/course-types/recommended/care-economy,(direct),2,2,2,0.0696755
3/15/2025,/l_adult-learner/course-types/recommended/design-media,(direct),2,2,2,0.5073525
3/15/2025,/l_adult-learner/course-types/recommended/digital-economy,(direct),2,2,2,3.1536955
3/15/2025,/l_adult-learner/course-types/recommended/green-economy,cet-q1-2025#sustainability,4,2,2,16.841185
3/15/2025,/l_adult-learner/course-types/short-courses/culinary,(direct),2,2,2,2.7904005
3/15/2025,/l_adult-learner/course-types/short-courses/retail,(direct),2,2,3,0.410910667
3/15/2025,/l_adult-learner/course-types/short-courses/singapore-customs-courses-businesses,(direct),2,2,2,0.178693
3/15/2025,/l_adult-learner/course-types/short-courses/singapore-customs-courses-businesses,(organic),5,2,2,204.546664
3/15/2025,/l_adult-learner/course-types/work-study-certificates,cet-q1-2025,2,2,2,37.0784275
3/15/2025,/l_adult-learner/funding/financial-matters-assistance,(organic),5,2,2,76.698191
3/15/2025,/l_adult-learner/skillsfuture-credit,(not set),4,2,3,61.584976
3/15/2025,/l_adult-learner/skillsfuture-credit,2024s2-sbm-shortcourses,2,2,2,38.4130785
3/15/2025,/l_adult-learner/skillsfuture-credit,2025S1-sbm-acet,4,2,2,100.6673995
3/15/2025,/l_adult-learner/skillsfuture-credit,oh2025,2,2,2,27.0534365
3/15/2025,/l_adult-learner/skillsfuture-level-up,(referral),2,2,2,626.278557
3/15/2025,/l_adult-learner,(referral),1,1,1,5.601579
3/15/2025,/l_adult-learner,cet-q1-2025#engineering,1,1,1,34.207833
3/15/2025,/l_adult-learner,cet-q1-2025#personal-development,4,1,1,204.3155
3/15/2025,/l_adult-learner/course-detail/NYP-AS003Z/quality-improvement-and-assurance-part-of-pdc3-of-advanced-diploma-in-pharmaceutical-sciences,cet-q1-2025,1,1,1,17.770539
3/15/2025,/l_adult-learner/course-detail/NYP-AS004Z/medication-management-part-of-the-pdc1-advanced-diploma-in-pharmaceutical-sciences,(direct),1,1,1,0
3/15/2025,/l_adult-learner/course-detail/NYP-AS006Z/good-dispensing-practice-part-of-pdc2-of-advanced-diploma-in-pharmaceutical-sciences,(direct),1,1,1,0.342272
3/15/2025,/l_adult-learner/course-detail/NYP-AS008Z/medication-safety-part-of-pdc2-of-advanced-diploma-in-pharmaceutical-sciences,(direct),1,1,1,4.869982
3/15/2025,/l_adult-learner/course-detail/NYP-ASSPA2/post-diploma-certificate-in-public-health-communication-part-of-specialist-diploma-in-nutrition-science,(organic),1,1,1,11.370006
3/15/2025,/l_adult-learner/course-detail/NYP-ASSPA3/post-diploma-certificate-in-energy-management-for-process-industry-part-of-specialist-diploma-in-energy-and-environmental-management-for-process-industry,(direct),1,1,1,0.296191
3/15/2025,/l_adult-learner/course-detail/NYP-BMDP04/diploma-in-business-practice-customer-relationship-and-service-management,(referral),1,1,1,0.710544
3/15/2025,/l_adult-learner/course-detail/NYP-BMDP05/diploma-in-business-practice-accounting,(not set),1,1,1,984.723065
3/15/2025,/l_adult-learner/course-detail/NYP-BMDP05/diploma-in-business-practice-accounting,(referral),0,1,1,0
3/15/2025,/l_adult-learner/course-detail/NYP-BMDP05/diploma-in-business-practice-accounting,oh2025,2,1,2,46.1658355
3/15/2025,/l_adult-learner/course-detail/NYP-BMEP01/work-study-post-diploma-specialist-diploma-human-capital-management,(organic),1,1,1,18.98756
3/15/2025,/l_adult-learner/course-detail/NYP-BMEP01/work-study-post-diploma-specialist-diploma-human-capital-management,cet-q1-2025,1,1,1,206.311689
3/15/2025,/l_adult-learner/course-detail/NYP-BMLP01/work-study-certificate-leading-to-diploma-in-business-practice-hospitality-and-tourism-management,(organic),3,1,1,88.828467
3/15/2025,/l_adult-learner/course-detail/NYP-BMLP02/work-study-certificate-leading-to-diploma-in-business-practice-accounting,(direct),1,1,1,4.961854
3/15/2025,/l_adult-learner/course-detail/NYP-BMSP15/specialist-diploma-in-supply-chain-management,(organic),1,1,1,37.861411
3/15/2025,/l_adult-learner/course-detail/NYP-BMSP16/specialist-diploma-in-fund-management-and-administration,(not set),1,1,1,125.376549
3/15/2025,/l_adult-learner/course-detail/NYP-BMSP20/specialist-diploma-in-wholesale-and-trade-management,(organic),1,1,1,533.784005
3/15/2025,/l_adult-learner/course-detail/NYP-BMSPA4/post-diploma-certificate-in-materials-management-part-of-specialist-diploma-in-supply-chain-management,(organic),1,1,1,4.422352
3/15/2025,/l_adult-learner/course-detail/NYP-BMSPA7/post-diploma-certificate-in-sport-management-part-of-specialist-diploma-in-sport-management-and-marketing,(not set),2,1,1,44.683269
3/15/2025,/l_adult-learner/course-detail/NYP-BMSPA7/post-diploma-certificate-in-sport-management-part-of-specialist-diploma-in-sport-management-and-marketing,cet-q1-2025,1,1,1,6.471427
3/15/2025,/l_adult-learner/course-detail/NYP-CB0553/sc101-customs-procedures,(not set),1,1,1,0
3/15/2025,/l_adult-learner/course-detail/NYP-CB0554/sc102-classification-and-the-harmonised-system,(direct),1,1,1,0.937981
3/15/2025,/l_adult-learner/course-detail/NYP-CB0554/sc102-classification-and-the-harmonised-system,(organic),1,1,1,30.077562
3/15/2025,/l_adult-learner/course-detail/NYP-CB0556/sc111-hands-on-tradenet-declaration,(organic),1,1,1,28.113083
3/15/2025,/l_adult-learner/course-detail/NYP-CB0556/sc111-hands-on-tradenet-declaration,(referral),1,1,1,37.27457
3/15/2025,/l_adult-learner/course-detail/NYP-CB0557/sc201-basics-of-strategic-goods-control-seminar,(direct),1,1,1,0.433704
3/15/2025,/l_adult-learner/course-detail/NYP-CB0557/sc201-basics-of-strategic-goods-control-seminar,(organic),2,1,1,58.004618
3/15/2025,/l_adult-learner/course-detail/NYP-CB1033/digital-marketing-for-hospitality-management-a-practical-approach,(direct),1,1,1,0.000759
3/15/2025,/l_adult-learner/course-detail/NYP-CB1037/hr-analytics,(direct),1,1,1,0.835944
3/15/2025,/l_adult-learner/course-detail/NYP-CB1037/hr-analytics,(organic),1,1,1,243.867035
3/15/2025,/l_adult-learner/course-detail/NYP-CB1038/machine-learning-in-finance,(referral),1,1,1,40.657706
3/15/2025,/l_adult-learner/course-detail/NYP-CB1038/machine-learning-in-finance,cet-q1-2025,1,1,1,2.181543
3/15/2025,/l_adult-learner/course-detail/NYP-CB1043/survive-the-robots-preparing-hospitality-and-tourism-professionals-synchronous-elearning,cet-q1-2025,1,1,1,0.993739
3/15/2025,/l_adult-learner/course-detail/NYP-CB1216/financial-analytics-with-python,(direct),1,1,1,5.137053
3/15/2025,/l_adult-learner/course-detail/NYP-CB1271/stand-out-in-the-experience-economy-creating-special-moments-for-customers,(direct),1,1,1,2.261955
3/15/2025,/l_adult-learner/course-detail/NYP-CB1295/starting-your-coffee-business,(direct),1,1,1,0.882703
3/15/2025,/l_adult-learner/course-detail/NYP-CB1295/starting-your-coffee-business,(organic),1,1,1,0
3/15/2025,/l_adult-learner/course-detail/NYP-CB1310/digital-video-production,(direct),1,1,1,14.099579
3/15/2025,/l_adult-learner/course-detail/NYP-CB1334/digital-marketing,cet-q1-2025,1,1,1,125.209043
3/15/2025,/l_adult-learner/course-detail/NYP-CB1335/sales-closing-techniques,(direct),1,1,1,0
3/15/2025,/l_adult-learner/course-detail/NYP-CB1336/service-excellence,(direct),1,1,1,0.474394
3/15/2025,/l_adult-learner/course-detail/NYP-CB1342/tourism-market-research,(direct),1,1,1,0.412631
3/15/2025,/l_adult-learner/course-detail/NYP-CB1536/certificate-in-fund-administration,(direct),1,1,1,0.329148
3/15/2025,/l_adult-learner/course-detail/NYP-CB1536/certificate-in-fund-administration,(organic),1,1,2,243.0487805
3/15/2025,/l_adult-learner/course-detail/NYP-CB1538/social-commerce-fundamentals,(direct),1,1,1,0.093045
3/15/2025,/l_adult-learner/course-detail/NYP-CB1570/how-to-create-a-unique-business,(direct),1,1,1,0.000308
3/15/2025,/l_adult-learner/course-detail/NYP-CB1571/how-to-build-a-profit-driven-business,(direct),1,1,1,0.000272
3/15/2025,/l_adult-learner/course-detail/NYP-CB1572/reading-signs-and-moving-minds-personality-analysis-for-innovative-negotiation-and-conflict-management,(referral),1,1,1,37.051382
3/15/2025,/l_adult-learner/course-detail/NYP-CB1578/event-branding-and-social-media-marketing,(organic),2,1,1,29.566269
3/15/2025,/l_adult-learner/course-detail/NYP-CB1579/ai-for-business-communication,(not set),1,1,1,99.914137
3/15/2025,/l_adult-learner/course-detail/NYP-CB2003/build-creative-winning-business-strategies,(direct),1,1,1,2.414929
3/15/2025,/l_adult-learner/course-detail/NYP-CB231004/digital-marketing-for-hospitality-management-a-practical-approach-synchronous-elearning,(direct),1,1,1,0.694592
3/15/2025,/l_adult-learner/course-detail/NYP-CB231010/1-day-hands-on-pay-per-click-search-advertising,(direct),1,1,1,0.262335
3/15/2025,/l_adult-learner/course-detail/NYP-CB231011/trade-association-101-abridged-ta-101a,(direct),1,1,1,0
3/15/2025,/l_adult-learner/course-detail/NYP-CB231019/digital-marketing-analytics,(organic),1,1,1,22.903052
3/15/2025,/l_adult-learner/course-detail/NYP-CB231022/international-trade-and-freight-management,(direct),1,1,1,2.614162
3/15/2025,/l_adult-learner/course-detail/NYP-CB231024/warehouse-and-inventory-management,(direct),1,1,1,5.807338
3/15/2025,/l_adult-learner/course-detail/NYP-CB231024/warehouse-and-inventory-management,(organic),1,1,1,16.168864
3/15/2025,/l_adult-learner/course-detail/NYP-CB231024/warehouse-and-inventory-management,cet-q1-2025,1,1,1,7.466558
3/15/2025,/l_adult-learner/course-detail/NYP-CB231025/storytelling-for-social-media-101,(direct),1,1,1,0.128159
3/15/2025,/l_adult-learner/course-detail/NYP-CB234001/digitalisation-for-transportation-skillsfuture-for-digital-workplace-20,(direct),1,1,1,2.402273
3/15/2025,/l_adult-learner/course-detail/NYP-CB234002/digitalisation-for-tourism-skillsfuture-for-digital-workplace-20,(direct),1,1,1,0.348408
3/15/2025,/l_adult-learner/course-detail/NYP-CB241002/be-a-sport-safety-champion,(direct),1,1,1,0.197678
3/15/2025,/l_adult-learner/course-detail/NYP-CB241004/risk-management-in-sport-bizsafe-level-2,(direct),1,1,1,0.000304
3/15/2025,/l_adult-learner/course-detail/NYP-CB243001/sctp-certificate-in-digital-marketing-and-content-curation,2025S1-sbm-acet,1,1,1,175.821158
3/15/2025,/l_adult-learner/course-detail/NYP-CE1142/digital-world-of-3d-printing,(direct),1,1,1,30.221121
3/15/2025,/l_adult-learner/course-detail/NYP-CE1145/cyber-security-from-scratch-synchronous-elearning,(organic),1,1,1,0.629955
3/15/2025,/l_adult-learner/course-detail/NYP-CE1146/fundamentals-of-data-analytics,cet-q1-2025,1,1,1,15.104695
3/15/2025,/l_adult-learner/course-detail/NYP-CE1156/introduction-to-multicopter,(referral),1,1,1,63.734745
3/15/2025,/l_adult-learner/course-detail/NYP-CE1176/digital-storytelling,cet-q1-2025#personal-development,1,1,1,11.147686
3/15/2025,/l_adult-learner/course-detail/NYP-CE1205/programmable-logic-controller-programming,(referral),1,1,1,118.163468
3/15/2025,/l_adult-learner/course-detail/NYP-CE1239/robotic-process-automation-rpa-for-beginners,(organic),3,1,3,66.28702867
3/15/2025,/l_adult-learner/course-detail/NYP-CE1283/data-analysis-with-python,(direct),1,1,1,0
3/15/2025,/l_adult-learner/course-detail/NYP-CE1354/electric-vehicle-and-charging-system-classroom-and-synchronous-elearning,(organic),1,1,1,5.437031
3/15/2025,/l_adult-learner/course-detail/NYP-CE1358/design-thinking-workshop,cet-q1-2025,1,1,1,3.297956
3/15/2025,/l_adult-learner/course-detail/NYP-CE1366/engineering-mathematics,cet-q1-2025,1,1,1,18.667097
3/15/2025,/l_adult-learner/course-detail/NYP-CE1510/demystify-generative-artificial-intelligence,(organic),1,1,1,53.67351
3/15/2025,/l_adult-learner/course-detail/NYP-CE1535/build-mobile-apps-with-no-code-platform,(referral),1,1,1,29.869935
3/15/2025,/l_adult-learner/course-detail/NYP-CE1539/edgeai-system-for-industry-40-applications-and-beyond,(referral),1,1,1,22.535085
3/15/2025,/l_adult-learner/course-detail/NYP-CE1540/introduction-to-artificial-intelligence-and-machine-learning-synchronous-e-learning,cet-q1-2025#personal-development,1,1,1,0.48422
3/15/2025,/l_adult-learner/course-detail/NYP-CE2007/introduction-to-design-thinking,(organic),1,1,1,63.573795
3/15/2025,/l_adult-learner/course-detail/NYP-CE2008/simple-ways-for-beginners-to-learn-coding,cet-q1-2025,1,1,1,53.988454
3/15/2025,/l_adult-learner/course-detail/NYP-CE2010/using-python-for-data-analysis,(direct),1,1,1,15.962822
3/15/2025,/l_adult-learner/course-detail/NYP-CE2011/using-python-for-data-analysis-synchronous-e-learning,(direct),1,1,1,35.309877
3/15/2025,/l_adult-learner/course-detail/NYP-CE2012/using-python-for-data-analysis-asynchronous-e-learning,(direct),1,1,1,12.756765
3/15/2025,/l_adult-learner/course-detail/NYP-CE231002/sustainability-101-for-the-green-economy,cet-q1-2025,1,1,1,14.814918
3/15/2025,/l_adult-learner/course-detail/NYP-CE231003/apply-generative-artificial-intelligence-for-your-industry,(organic),1,1,1,19.257935
3/15/2025,/l_adult-learner/course-detail/NYP-CE231014/9-day-precision-engineering-assessment-and-reskilling-lab-pearl-cnc-milling,cet-q1-2025#engineering,1,1,1,184.996859
3/15/2025,/l_adult-learner/course-detail/NYP-CE231017/9-day-precision-engineering-assessment-and-reskilling-lab-pearl-conventional-machining,(direct),1,1,1,30.187841
3/15/2025,/l_adult-learner/course-detail/NYP-CE231017/9-day-precision-engineering-assessment-and-reskilling-lab-pearl-conventional-machining,(organic),1,1,1,137.769574
3/15/2025,/l_adult-learner/course-detail/NYP-CE231017/9-day-precision-engineering-assessment-and-reskilling-lab-pearl-conventional-machining,cet-q1-2025,1,1,1,21.582225
3/15/2025,/l_adult-learner/course-detail/NYP-CE234001/digital-transformation-enablers-for-manufacturing-skillsfuture-for-digital-workplace-20,cet-q1-2025#cybersecurity,1,1,1,14.277633
3/15/2025,/l_adult-learner/course-detail/NYP-CE234001/digital-transformation-enablers-for-manufacturing-skillsfuture-for-digital-workplace-20,cet-q1-2025#engineering,1,1,1,19.353221
3/15/2025,/l_adult-learner/course-detail/NYP-CE234001/digital-transformation-enablers-for-manufacturing-skillsfuture-for-digital-workplace-20,cet-q1-2025#personal-development,1,1,1,17.388136
3/15/2025,/l_adult-learner/course-detail/NYP-CE234002/digital-transformation-enablers-for-manufacturing-aerospace-mro-skillsfuture-for-digital-workplace-20,(organic),1,1,1,128.582415
3/15/2025,/l_adult-learner/course-detail/NYP-CE241003/smart-connected-system-design-and-implementation,(direct),1,1,1,2.484891
3/15/2025,/l_adult-learner/course-detail/NYP-CE241004/open-sound-control-based-synchronization-of-immersive-audio-systems,cet-q1-2025#engineering,1,1,1,5.201229
3/15/2025,/l_adult-learner/course-detail/NYP-CE241004/open-sound-control-based-synchronization-of-immersive-audio-systems,cet-q1-2025#personal-development,1,1,1,23.952442
3/15/2025,/l_adult-learner/course-detail/NYP-CE241005/medical-device-electrical-safety-testing-iec60601iec62353-and-functional-analysis,cet-q1-2025,1,1,1,10.302323
3/15/2025,/l_adult-learner/course-detail/NYP-CE241005/medical-device-electrical-safety-testing-iec60601iec62353-and-functional-analysis,cet-q1-2025#engineering,1,1,1,3.219618
3/15/2025,/l_adult-learner/course-detail/NYP-CE245005/ai-practitioner-preparatory-course,(organic),1,1,1,6.474052
3/15/2025,/l_adult-learner/course-detail/NYP-CE245005/ai-practitioner-preparatory-course,cet-q1-2025,1,1,1,10.701006
3/15/2025,/l_adult-learner/course-detail/NYP-CH0490/diabetes-care-lifestyle-management,(direct),1,1,1,0.485522
3/15/2025,/l_adult-learner/course-detail/NYP-CH0527/understand-dementia-just-forgetful-or-dementia,cet-q1-2025#personal-development,1,1,1,435.01128
3/15/2025,/l_adult-learner/course-detail/NYP-CH0529/living-well-designing-an-elderly-and-dementia-inclusive-smart-environment,(direct),1,1,1,0.590599
3/15/2025,/l_adult-learner/course-detail/NYP-CH2013/stress-and-crises-in-relationships-for-working-adults,(organic),1,1,1,32.883338
3/15/2025,/l_adult-learner/course-detail/NYP-CH2013/stress-and-crises-in-relationships-for-working-adults,cet-q1-2025,1,1,1,9.440304
3/15/2025,/l_adult-learner/course-detail/NYP-CI1279/data-visualisation-practicum,(direct),1,1,1,2.544807
3/15/2025,/l_adult-learner/course-detail/NYP-CI1279/data-visualisation-practicum,(organic),1,1,1,14.303616
3/15/2025,/l_adult-learner/course-detail/NYP-CI1291/secure-software-development-and-testing,(direct),1,1,1,0.482899
3/15/2025,/l_adult-learner/course-detail/NYP-CI1326/rpa-for-the-digital-workplace,(direct),1,1,1,0.339002
3/15/2025,/l_adult-learner/course-detail/NYP-CI1326/rpa-for-the-digital-workplace,(organic),2,1,2,9.7326885
3/15/2025,/l_adult-learner/course-detail/NYP-CI1326/rpa-for-the-digital-workplace,cet-q1-2025,1,1,1,12.257414
3/15/2025,/l_adult-learner/course-detail/NYP-CI1369/from-data-to-visualisation,(direct),1,1,1,0.117077
3/15/2025,/l_adult-learner/course-detail/NYP-CI1369/from-data-to-visualisation,cet-q1-2025,1,1,1,8.230237
3/15/2025,/l_adult-learner/course-detail/NYP-CI231001/the-international-council-of-e-commerce-consultants-ec-council-certified-threat-intelligence-analyst-ctia,(organic),1,1,1,285.091123
3/15/2025,/l_adult-learner/course-detail/NYP-CI231001/the-international-council-of-e-commerce-consultants-ec-council-certified-threat-intelligence-analyst-ctia,2025S1-sbm-acet,2,1,1,34.260236
3/15/2025,/l_adult-learner/course-detail/NYP-CI231001/the-international-council-of-e-commerce-consultants-ec-council-certified-threat-intelligence-analyst-ctia,cet-q1-2025#cybersecurity,1,1,1,6.86996
3/15/2025,/l_adult-learner/course-detail/NYP-CI231003/robotic-process-automation,(direct),1,1,1,819.219774
3/15/2025,/l_adult-learner/course-detail/NYP-CI231004/design-thinking-for-innovation,(direct),1,1,1,9.639621
3/15/2025,/l_adult-learner/course-detail/NYP-CI231004/design-thinking-for-innovation,(organic),1,1,1,529.245305
3/15/2025,/l_adult-learner/course-detail/NYP-CI231004/design-thinking-for-innovation,cet-q1-2025,1,1,1,29.997427
3/15/2025,/l_adult-learner/course-detail/NYP-CI231005/the-international-council-of-e-commerce-consultants-certified-cloud-security-engineer-ec-council-ccse,(direct),1,1,1,0.188945
3/15/2025,/l_adult-learner/course-detail/NYP-CI231005/the-international-council-of-e-commerce-consultants-certified-cloud-security-engineer-ec-council-ccse,(not set),2,1,1,49.900609
3/15/2025,/l_adult-learner/course-detail/NYP-CI231005/the-international-council-of-e-commerce-consultants-certified-cloud-security-engineer-ec-council-ccse,cet-q1-2025,1,1,1,170.0862
3/15/2025,/l_adult-learner/course-detail/NYP-CI241001/applied-generative-artificial-intelligence-real-world-project-development,(direct),1,1,1,6.733752
3/15/2025,/l_adult-learner/course-detail/NYP-CI241001/applied-generative-artificial-intelligence-real-world-project-development,(organic),1,1,1,63.431092
3/15/2025,/l_adult-learner/course-detail/NYP-CI241002/mastering-power-apps-from-beginner-to-pro,(direct),1,1,1,30.277961
3/15/2025,/l_adult-learner/course-detail/NYP-CI241005/scaled-agile-framework-safe-scrum-master-synchronous-and-asynchronous-e-learning,(organic),1,1,1,24.459198
3/15/2025,/l_adult-learner/course-detail/NYP-CI241006/operational-technology-security-fundamentals,cet-q1-2025,1,1,1,34.943308
3/15/2025,/l_adult-learner/course-detail/NYP-CI241006/operational-technology-security-fundamentals,cet-q1-2025#cybersecurity,1,1,1,14.467522
3/15/2025,/l_adult-learner/course-detail/NYP-CK1244/workplace-communication-effective-presentation,(organic),1,1,1,21.798945
3/15/2025,/l_adult-learner/course-detail/NYP-CK1244/workplace-communication-effective-presentation,cet-q1-2025,1,1,1,47.597541
3/15/2025,/l_adult-learner/course-detail/NYP-CK241004/business-chinese-for-the-workplace,(organic),1,1,1,18.389612
3/15/2025,/l_adult-learner/course-detail/NYP-CL0392/understanding-food-labels,cet-q1-2025#personal-development,1,1,1,15.917166
3/15/2025,/l_adult-learner/course-detail/NYP-CL0443/eat-healthy-and-stay-beautiful-through-tcm-infused-diet,(direct),1,1,1,0
3/15/2025,/l_adult-learner/course-detail/NYP-CL0443/eat-healthy-and-stay-beautiful-through-tcm-infused-diet,(organic),1,1,1,81.021455
3/15/2025,/l_adult-learner/course-detail/NYP-CL0518/creating-your-own-scented-candle,cet-q1-2025,1,1,1,26.366163
3/15/2025,/l_adult-learner/course-detail/NYP-CL0522/ice-cream-making-made-easy,(organic),1,1,1,26.611879
3/15/2025,/l_adult-learner/course-detail/NYP-CL0524/the-science-of-aging-gracefully-diet-exercise-and-skin-care,cet-q1-2025,1,1,1,141.848118
3/15/2025,/l_adult-learner/course-detail/NYP-CL0901/tcm-life-skills-in-sub-health-management-of-common-conditions,(organic),1,1,1,72.685397
